Username,Review Text,Rating
MiloHampton,"Weird, whacky and wonderful. One of the most eccentric, irreverent, funny hyperpop albums you’ll come across. Unless you’re a lil piss baby with cigarette arms who talks a lot of big game for someone with such a small truck. You might wanna stay away from this. You’ll feel a tad targeted.",70
Tyckz,me and my homies vibin out to 'ringtone' by 100 gecs from the 1000 gecs album,69
Skrodda,Goes well while on Percocets,64
ravencity,gec,80
tidal,awful,28
Goobus,"""That's a lot of gecs"" - RuffCriminal
On a serious note 90% of this album is the pinnacle of trying too hard and then when they actually do make something that is good they find a way to ruin it with cringey lyrics, I get it's meant to be a musical shit post but still... Like I like the production on here a lot with the gun shot like snares and the hard hitting bass which contrasts the cheerful and bright melodies but some of these lyrics make me wanna kill myself and I cant picture anyone listening to this unironically. 
I think that 100 gecs give hyperpop a bad name and are halting the progression of the genre.",40
Chav,70 points for just making me laugh my ass off.,70
Lucassarsfield,I appreciate the weidness and craziness but this album does not click with me in any way shape or form. The lyrics are awful vocals also unbearable and graining to my ears.,10
IllmaticNo1,"its good, but it's no illmatic.",70
amiellang,"i honestly love every song on this album man jesus wow wow wow wow wow wow
My Favourite Track: stupid horse
Other Favourite Tracks: money machine, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü
Least Favourite Track: I Need Help Immediately",92
LilShmurda,noob noob,1
PsychoBlobfish,"There are some cool moments on here for sure, but as a full album it's too random and uneven to be enjoyable overall. I can see why people would like this but it's just not for me at all.",40
saulrennie,Unironically fantastic.,90
wojciechowski08,hey lil piss baby,80
moesimo,🐘 ⋆ 🐠 🎀 𝓉𝒽𝓍 🎀 🐠 ⋆ 🐘,69
Trev127,"This album is a cry for help disguised as garbage.
Edit: I don't know why I've been listening to this a lot lately, so here's a legit review. I have never done drugs (and I never plan on it) but I would assume this album is how it would feel to do drugs in music form. It's looked down upon by society, but when you try it, you get addicted to it. I listened to Money Machine out of curiosity once and thought it was terrible, but couldn't stop coming back to it because of its absurdity. Eventually, I listened to the entire album and actually thought it slapped. I think because of the fact that there isn't much music that sounds like this (I'm sure in the future, there will be a lot more of this) that is why people are getting addicted to it. I freaking hate the fact that I really like this album. It is the most chaotic and fast-paced album I have ever heard. It's like injecting sugar straight into your bloodstream. It's like drinking a super sweet drink until you get a sugar high. I don't know what else to compare it to, it's just so freaking hyper and stupid. 
Favorite Tracks: 800 Db Cloud, Money Machine, Stupid Horse, Ringtone, hand crushed by a mallet
Least Favorite Tracks: I need help immediately, gecgecgec, gec 2 u",80
starbepis,"This album is the wackiest shit I’ve ever heard, but that just serves to make it one of the purest “dumb fun” albums I’ve ever listened to. The off-the-wall creativity is something to behold, and the core songwriting is genuinely great. Underneath the layers of distortion, Auto-Tune, and sheer ridiculousness, you get some of the best pop songwriting of 2019. I mean, it’s no Charli, but the fact that this album helped significantly to propel hyperpop into the spotlight is something to be noted. But, what about the songs? They are addictive, energetic, and even... wholesome? Take the closing track “gec 2 u”, which explores a surprisingly touching love story, with their signature chipmunked vocals and distorted pop instrumentation. On the flipside, we have “800 db cloud”, a song with heavy distortion and lyrics heavily referencing weed and addiction in general, and “money machine”, which seemingly insults the listener with some choice lyrics that you simply have to hear for yourself, if you somehow haven’t. Hell, I’ve seen t-shirts bearing with the lyrics to this song. If you think you have a high tolerance for weirdness in modern pop, this album is a must.",82
DoIEnjoyIt,Did I enjoy it? Yes.,80
Jamesd79,Favourites: 745 sticky,9
Arikara,"I think I'm becoming an Old head
Fuck this imma go bump D Rose",42
Matthew38,"This is so fucking annoying it's actually kind of good. I hate 100 gecs!
I never want to meet these people in real life, it's literally like Emily Montes grown up.",15
phbm22x,Sim.,75
prets,745 sticky 6/10money machine 6.3/10800db cloud 5/10I Need Help Immediately 5/10stupid horse 4/10xXXi_wud_nvrstøp_ÜXXx 4/10ringtone 4/10gecgecgec 4/10hand crushed by a mallet 6/10gec 2 Ü 4/10,48
Dillicicle,"Late 2010s Death Grips basically, except instead of crazy instrumentals no one would rap over, its crazy hyperpop with autotuned baby voices and lyrics that are funny asf.",70
fabianm227,"Thanks Laura and Dylan, very nice",90
Esckilsen,gecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecggggggggeeeeeeecccccccccccccgecgecgecgecgecgegcgecgecgegcgecgegcgegcgecgecgegcgecgecgegcgecgegcegggcgecgegchgsgkfvhjfdbvhdfbdui🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎🦎,40
CeaTeeReviews,"Lyicism A-Beats/Production B+Flows/Delivery AContent A+Creativity B+Replay Value B-•At first the length of this album scared me. 25 tracks and 1.5 hours long. In all honestly I really don't have a problem with the length. Yes it takes forever to get through the album. Aside from just a few tracks, I'm impressed with Born 2 Rap front to back. The features also scared me a little bit before listening; a ton of unknowns, some pop stars... Chris brown.... and even a contestant from the Netflix Contest show ""Rythm And Flow"". I'm talking about D Smoke. Surprising, he had one of the best guest verses on the entire album on the track ""Cross On Jesus Back"". Anderson .Paak shares the track ""Stainless"" with Game. This track is crisp, funky, trip. I've had this in loop since it dropped as a single weeks ago; and that golden hook! I'm not usually a 21 Savage fan but he's so smooth on ""The Code"".One of the best tracks on the album' features Nipsey Hussle, ""Welcome Home"". I have it in my ear now...goosebumps still! It's not even because he passed. His verse is extremely compelling and full of energy. The way Nipsey and Game go back and fourth is legendary. The next 2 tracks relate to this one. ""Help Me"" is an interlude where Sly sings 'Can't believe I have To Say Goodbye', which fades into the song ""I Didn't Want To Write This Song"". It's a deep, thoughtful retrospective sort of tribute to Nipsey Hussle.""Roadside"" Ft. Ed Sheeran is the album's closer. It's one of the most impactful Game songs I've ever heard. Game bounces the idea of death around in his head. It humanizes him so much to see him show a sense of worry. The simple stripped back guitar strings give the track a very melancholy atmosphere. Ed sheeran sings a very heartfelt hook that works amazing with the strings. I never imagined that Ed Sheeran would be opening and closing Game's last album. Stranger than that, I never imagined it would fit so well.Overall I'm impressed. The album does a lot of reminiscing while also showing us new sides of Game. It's a consistent addition to his discography. I can't help but hope he has just 1 more in him",75
DiegoProduction,"This album is a mind fuck, start to finish. I love it. 
Favorite Track(s): gecgecgec, stupid horse, 800db cloud, 745 StickyLeast Favorite: I Need Help Immediately",91
andyschmitt20,literally a 95.,95
SuuriHyokkays,"I hate how catchy some of these songs are. Ever since I heard this record for the first time I've had Stupid Horse stuck in my head. Not very surprising why my life has been crumbling for the past few years.
But for real, some of these songs are actually pretty fun to listen to from time to time. They are fun and catchy but that's honestly all there is to them.",65
LilDiabetes,FEEL SO CLEAN LIKE A MONEY MACHINE,100
Ruuuuzsz,"top tracks:
hand crushed by a mallet 745 sticky xXXi_wud_nvrstøp_ÜXXx800db cloud gec 2 Ü",62
FedoraSmae,Probably gave it too high of a rating,75
ItzProMusic,"This album is something that you never thought you would hear in your lifetime. 1000 gecs succeeds in being incredibly influential to a new wave of hyperpop music while also being experimental, fun, boundary pushing, and comical. It really accomplishes a whole lot. The production is also a lot more complex and ambitious than their 100 gecs EP. However, listeners have to escape their bubble of fun and realize just how bland the lyricism and singing is. I don't think this album was intended to be very lyrical or to show off their songwriting though. Also there are some points that try WAY too hard to be random and different that it just comes out rather unenjoyable on songs like I Need Help Immediately. Just a heavy distortion does not mean experimental btw which is something that I think listeners need to get through their brains. Still, I think it's one of the boldest albums EVER. I wasn't too sold at first, but it really grows.",74
joan_,"I had so much fun listening to this before the pandemic, such a cool collection of tracks and the production is INSANE it didn't have to slap like THIS omfg just listen to money machine.
FAV TRACKS: money machine, ringtone, hand crushed by a mallet, stupid horseLEAST FAV TRACKS: gecgecgec",84
sfarrelardan,"The over the top approach that the gecs employs, although excessive and abrasive, somewhat manages to be melodic. This album reminds me of punk music in a way. It has the edginess of punk music for sure, it's kind of cute in fact. Overall, I wanna hear how far this sound can be pushed further in future releases.",80
NTCV,If u like this ur probably a furry,90
Koan,"Charli + cringe - charisma = 100 gecs
This is a case of ""weird"" artists being unpretentious while having talent. It's cool how they mix all these elements, but it's just cringey how stupid the result turns out to sound. That's kind of the point and I do get it... But just because your point is making something half-ironically stupid doesn't mean you're gonna be successful at it. Even despite the freshness of the sound, it feels samey and like something I've cringed to before. It's supposed to be a vibe? Cuz' I'm not vibing after the 2nd song... Is it suppposed to be funny? Guess I'm harsh audience... Idk, I'm not even super hateful about it honestly, but it doesn't stand out that much to me even for being experimental or provocative and don't really get what people might be getting about this album that's so ""iconic"".
No highlights",41
Poldo29,I had almost too much fun,80
Reaper101,stupid horse,60
NipExtract21,"what the FUCKKK!!!!This is really taking cult into some new level, this album is like a RELIGION. 
Many people would be jealous because the Neighbor is GECCING, GEC GEC GEC GEC EGCGEC GEC GEC GE CGE CGEC GEC GEC GEC GEC GEC GE CGEGC GE CGEC GEGC so hard until it look like a DNA sequence.
FR though it really gives me some weird flashback from when i was a teen and playing some stupid online games with my friends while listening to badly remix anime nightcore, that's the only fun that i get when i was a teen, now i was 19 and i don't have any contact of my friends from those days, i still remember that i waited the school to ends and have the joy of holiday just to play games with my friends, life really goes on.",100
SoulBea,"This album is fucking awesome, however there is no real consistency throughout and there is the musical equivalent to shitposts just stuck in the middle of the album (referring to the tracks ""I Need Help Immediately"" and most of ""gecgecgec"") so there's no real reason to listen to this album straight through with no pauses unless you got it on vinyl (which i did lol)",78
GReviews,It felt like I was being waterboarded.. but with mcdonalds sprite... for 30 minutes.This is both the best and worst thing ever......I'm so confused.....,20
zethos,"What a ride. Disliked a lot of the songs on a first listen, but now I can't get enough of the songs. ringtone is excellent, money machine is so fun to listen to and gec 2 u is nice. i need help immediately and gecgecgec slightly ruin the album but overall an enjoyable listen.",89
LemonLikesMusic,1000 gecs is so much fun and spawned a whole new genre to enjoy and discover.,85
StyloDZN,"Experimental ≠ Good. This isn't the worst thing I've ever heard, however, and I can respect the artistry nonetheless.
FAVS: ringtone, money machineLEAST FAV: I Need Help Immediately",60
KitsuneUK,I just don't get it.,20
coopy,pure fun,90
BruhPablo,"Feel so clean like a money machineeee
meme music",75
Crostian,"La verdad si uno no se lo toma en serio es bastante divertido, más de una vez me sacó un sonrisa. Es bastante raro y alternativo, pero creo no está nada mal, y tiene unos temas que de verdad me gustaron y no de broma. Igual se nota que está hecho así a propósito, entonces no me quejo.",70
Sakurabruh,Man I loved this album so much its like shitposting but in musical form and sputnikmusic tripping on that death of the shitpost bs shitposting is very much still alive. This album is like drinking battery acid after snorting coke after chugging a gallon of red bull at a frat party.,83
ilikchinesefood,"this album went from a 70, to 80, to 90 and finally 100",100
Brennnnnny,Every time I want to die I put this on and remember that there is still hope for humanity,95
Sage13,"it's.. weird to say the least, kind of music you vibe to when you are alone",70
pokapikaman,"100 gecs what could I say? well to start off I started off hating this album I thought it sounded like mice experimenting but it started to grow to meIt has easily the best line in all of music history ""Little piss baby you think your so fucking cool"" anyway your arms look so little and cute it looks like I could smoke them ok actually money machine is amazing but anyway, this is the best experimental album ever made what makes it even better is that you can tell they're having fun.",100
christian09,Extremely good and fun to listen to.,90
bleujae,"""you can turn it off if you want"" but in the best way possible",98
elwesven,Fuck no it sounds like those fnaf parodies,20
mrman,horrifying,90
CiaranHaefner,Atleast its interesting,40
MC_Icy,Bad music that’s actually good? How is that even possible?,100
lilchefremy,bumped I Need Help Immediately at school. i didn't get help.,80
ijmerrell,"Gen Z Death Grips XDCouldn't stop smiling. Have heard songs all over the internet the past year but my first sit down and listen of the whole album was NOT disappointing. These hooks are insanely 80s Hip Hop level good. A couple of weak songs (xXXi_wud_nvrstop_UXXx, stupid horse) Amazing idea and I expect them to perfect it soon.",79
Mugen,"What did I just listen to. This is some nightcore, terrible random experimentalism. 
Favorite tracks: not really any... but the least worst is Money Machine ig.Least favorite tracks: everything else",25
MartinMelon,mmmoney machine,72
MerchantMan,wtf this isnt wlr.,60
Resontone,"Max Martin if he lived in St Loius, swallowed black tar heroin, and made beats on a hacked N64
✂ money machine, ringtone, gec 2 Ü",65
sim0n,"The ultimate love-or-hate novelty. Guilty pleasure to most, including myself--for the most part. Some songs do get genuinely irritating, but for the most part, ""1000 gecs"" is comparable to candy. It's sweet while it lasts and in small doses isn't too detrimental to your health, but if you eat too much you'll probably get diabetes. 
pros:- nothing else like it- some good melodies
cons:- inconsistent- novelty wears off",56
Hyperballadbybjörk,"Gec gec gec gec gec gecI didn’t hate it, I actually did enjoy it. Obscure and experimental mixes well on this album and I actually enjoyed the obscurity instead of hating it relentlesslyEdit:(Original score:70) This album grew on me a lot. It’s great. You know what it’s great",80
Athena,Sampled directly from my iPod Shuffle,80
mtam20,this has got to be the dumbest shit I've ever heard.,30
bluevenus,"Why does everyone pretend that this kind of music has never existed or like this is the second coming of Jesus? Is 100 gecs overhyper, slightly. But I can't lie, this album is solid af. 
If you're not having fun while listening this album, I don't know what you are doing. Then again, I've seen that this album is mostly hate or love, no between.Intermissions on this album are funny, dumb as fuck. But the whole album isn't only jokes or mindless sounds, there are many songs what are thought-through and genuinly pleasing without being too experimental or over-the-top. 23 minutes and 5 seconds flow through effortlessly and that's a good sign that 100 cegs is onto something. Approved and gecgecgecgec 
Favourite Tracks: hand crushes by the mallet, the_song_what_is_way_too_hard_write_but_it_bangs, money machine, I Need Help Immediately, 745 sticky, gec 2 Ü, stupid horse, gecgecgec",85
samsepiol,"1000 gecs is in your face, ruthless and incredibly weird. Sometimes this weirdness will pay off with some moments that might leave you grinning a bit thinking ""oh that's clever"" - but apart from that, it feels too far out for most people to enjoy, which is fine. There is some potential here, most notably in the production that is both abrasive and inventive in different places. BEST TRACK ""money machine"".",50
nickimassage,"The release of the remix album made me revisit this one. Much tighter than previously noted, with tuneful writing somewhat hidden in the tracklist -- gecgecgec is a new favorite. Was 8 now 9.",90
nootnootmyboot,"B-I can’t tell you if I love this record or not--not at all. It’s the longest trip of pain that always leaves my ears fatigued, which is not good for someone who has 10 other records a day to get to. Despite that, this is some real-ass-evil-juvenile-merry-Sesame-Street-Hello-Kitty-gourmet-hyper-fo-shiz and brings out the inner pain-loving-masochistic-type. I am certain there are ulterior motives behind this project. For starters, it’s on-the-dime the same length as most children’s television shows run for. Laura’s vocals are autotuned to be high and squirmish, a stylistic choice? Wrong. Sounds like a goodman character in a--perhaps children’s show, or cartoon? Coincidence? That’s what I thought. It’s probably some evil virus to show the capitalism-political motives in advertised television, which is why it sounds as if the white part of a barcode was sung. And also why things frantically transition from jittery verse to dubstep-thrust, it represents the corruptness in those shows. I know what you’re going at, little gecs.",68
Mixtape,"i get the hype. creative af, funny, catchy, not overwhelmingly glitchy.fav tracks: 800db cloud, Money Machine, gec 2 ü,ringtone, I need help immediately least favs: hand crushed by a mallet, gecgecgec",87
GARRETT64,1000 gecs makes you feel like you've just done 1000 lines of coke.,90
Bonki,i am a meme of fat bugs bunny ooh nana,99
Ghoby,"This album is the auditory definition of chaotic neutral and I do so vibe with it, I sure effing do",80
LUI4OTY,"Flawless production, I loved the beats that sound aggressive and very good",75
Pajamas,I can't even tell what this is and is this what. It's original and is memed and series. It's a fun mess. I love it.,88
strawberry_AXOL,"T̵̮̎̈́h̶̳̲̉̊i̶͇̦̓̐s̸̖̒ͅ ̴̮̱̾́i̸̗͘͠s̵͕̯̉̈́ ̶̣̕͜ẉ̷̋̀ḩ̴̕̚a̵̛͖͍̋t̷̼̒ ̴̺̣̈́Ị̵́ ̵͇̇f̷̖̘͠ȇ̸̯̹e̶̺͒͝l̴̬͓̊ ̸̪͓̀̋l̶͉̚i̵̜͆̀k̷̢̰̏̈́e̷̛̦̓ ̴̻̈́w̷͇̼͌̎ḩ̶͆̚ë̵͚́̐ń̵͕̩ ̸͖̲͐I̸̟̋ͅl̸̈́͜ì̷͚͘s̵̻̊̓t̵̮̓̉e̷̡͍̾̚n̷̗͇̎ ̴͓̳̓t̴̗̚ö̷̘̰ ̷̅͜͜ņ̴̄͗ê̵͍w̷̦̑̓ ̴̢̲͂̓m̶͓̌ͅũ̶̧̘͑s̴̛̻̰ǐ̴͉̦c̷͉͖̋,̵̱͕̓̑ ̴̞̿͝1̷͇́͝0̴̤̉0̵̧͈̽͂0̷͎̘͗ ̵̵̡͉͓͌̈́ģ̴͇̒̉ẻ̵͍̜c̵̘͑̏s̴̝͈̍̆ ̴̩́̉m̶̢͇̐̽a̷̯̐͘k̶͙̹̾e̷̫̪͒s̴̲͋ ̶̬̐͝ỵ̸̈́o̴̩̅u̶̡̡͒ ̸̤̒r̶͕̀e̶̪̫̓͂č̶̱ơ̶̡͓̄n̸̻̉͝s̶͓͕͛i̶̜͛d̶̤̩̕ḙ̷̜̋r̵̘̳͊ ̴̲̱̾̓e̸̦͑̀b̷͙͛̐ė̸̖́ͅr̷̩̗͊y̷͚̏̕t̸̳̑h̶̖͒̏i̴̹̾͘n̷͚͂g̸̩̦̾͂ ̶͔̾̿͜ÿ̴̠͐ọ̵̡̑̔u̶̘͂̊ ̷̢̀k̵͙͌n̴̙̒o̴̮̊w̵̙̔̃ ̴̗̊̀à̷̜b̶̢̭͋o̶͊͜͠ų̸̽̕t̸̼̖͐̒ ̴̷̨͎͕̀̂́̕m̶̨̓ũ̷̖̚ş̵̗̋͂i̴͍͔͝ĉ̸̖͍ ̷̧̒ȃ̴̖̌n̴̗̈́d̷̳͠ ̶̔͜h̵̝̹͐̈́ỏ̴̯̑w̴̛͍̃ ̵̳̬͌͝y̷͕͝ō̴͇u̵̹̙̎ ̶̟̃l̸̛̮̠į̷̻́̃s̵̞̦̈́̑t̷̮̺̑e̸̜̅͋͜n̷͖̠̉͐ ̵̙̮̃͂t̷̢̢́o̷̳͆͝ ̷͕̐ì̷̟͜t̵̬̼̉͆.̴̻̳̿ ̶̘̼͑́I̵͔͛̕ ̵̣̀̿ͅd̴̜̮͛ō̶͙̫̉n̷̲̔͘'̸̰̀ṯ̷̳̍ ̷͓̑y̵̪̟͑̍e̶̖̋́ṯ̵̏͜͝ ̵̟̲̃k̶̨̙͊n̴͔̺̒͒o̸̠͝w̶͎͍̋ ̶̛ͅi̴̖͊f̷̛̭̑ ̸͓͊I̷̤̠̎ ̸̼̫̅͠l̸̨͕̄̿o̶̠̒v̵͔̀e̶̗͐ ̴̧̏i̴̪͙̅̎t̸͎̏ ̷͇͒͗o̵̘̯̓͒r̶̫̗̃̉ ̶̻͂ͅh̸̬͂a̴̹͂͝t̶̯̖̂ĕ̶̠̩̂ ̴̡̃̀i̶̹̓t̴̼͑.̵̶̥͕̮͆͛
Translation in human language:This is what I feel like when Ilisten to new music, 1000 gecs makes you reconsider everything you know about music and how you listen to it. I don't yet know if I love it or hate it.I absolutely love it. xXXi_wud_nvrstøp_ÜXXx beat drop took my virginity.
Fav. tracks: all of themLeast fav. tracks: all of them
psI'm probably going to change my score multiple times. 𝚐 𝚎 𝚌",82
thom yorke says slava ukraini,1 point for every gec,100
faeboi,"100 gecs : 1000 gecs7 : 10. .fav: money machine, 745 sticky, ringtoneleast fav: . . .",70
